...1,list_ID,common_name,scientific_name,date,time,count,duration,location,latitude,longitude,count_tot,month,year
4551,S68524485,Cedar Waxwing,Bombycilla cedrorum,2020-05-06,19:38:00,8,54,US-OK,36.1431952,-95.9334761,27,5,2020
4552,S68152310,Cedar Waxwing,Bombycilla cedrorum,2020-04-30,19:12:00,12,13,US-OK,36.1514978,-95.9796871,33,4,2020
4553,S68100906,Cedar Waxwing,Bombycilla cedrorum,2020-04-30,09:33:00,6,39,US-OK,36.1501278,-95.8943009,59,4,2020
4554,S66369682,Cedar Waxwing,Bombycilla cedrorum,2020-03-29,09:31:00,12,189,US-OK,36.1497985,-96.2401081,219,3,2020
4555,S68330982,Cedar Waxwing,Bombycilla cedrorum,2020-05-03,10:37:00,7,154,US-OK,36.2213571,-95.9341192,140,5,2020
4556,S64885104,Cedar Waxwing,Bombycilla cedrorum,2020-02-22,09:33:00,10,45,US-OK,35.872406,-95.401213,153,2,2020
4557,S74373636,Cedar Waxwing,Bombycilla cedrorum,2020-10-03,12:08:00,15,216,US-OK,35.894126,-95.7987213,42,10,2020
4558,S64885085,Cedar Waxwing,Bombycilla cedrorum,2020-02-22,11:32:00,2,113,US-OK,35.9322711,-95.2811987,331,2,2020
4565,S85318603,House Sparrow,Passer domesticus,2021-04-11,09:50:00,1,74,US-OK,35.9559819,-96.3171265,42,4,2021
4601,S81668053,House Sparrow,Passer domesticus,2021-02-15,15:30:00,16,15,US-OK,36.1441138,-95.9327686,79,2,2021
4602,S67472609,House Sparrow,Passer domesticus,2020-04-04,18:22:00,30,42,US-OK,36.1436101,-95.9338497,387,4,2020
4603,S66184821,House Sparrow,Passer domesticus,2020-03-24,18:09:00,15,58,US-OK,36.1431952,-95.9334761,3154,3,2020
4604,S68524485,House Sparrow,Passer domesticus,2020-05-06,19:38:00,1,54,US-OK,36.1431952,-95.9334761,27,5,2020
4605,S67357157,House Sparrow,Passer domesticus,2020-04-17,11:15:00,12,19,US-OK,36.1444029,-95.9092834,63,4,2020
4606,S68100906,House Sparrow,Passer domesticus,2020-04-30,09:33:00,1,39,US-OK,36.1501278,-95.8943009,59,4,2020
4607,S68187140,House Sparrow,Passer domesticus,2020-05-01,10:02:00,9,47,US-OK,36.1501278,-95.8943009,33,5,2020
4608,S66369682,House Sparrow,Passer domesticus,2020-03-29,09:31:00,6,189,US-OK,36.1497985,-96.2401081,219,3,2020
4609,S80867279,House Sparrow,Passer domesticus,2021-02-12,07:00:00,1,17,US-OK,36.1441933,-95.933674,11,2,2021
4610,S80948582,House Sparrow,Passer domesticus,2021-02-12,11:00:00,10,80,US-OK,36.1441933,-95.933674,205,2,2021
4611,S81561574,House Sparrow,Passer domesticus,2021-02-15,07:30:00,10,60,US-OK,36.1441933,-95.933674,38,2,2021
4612,S64885073,House Sparrow,Passer domesticus,2020-02-20,15:59:00,14,93,US-OK,36.116064,-95.98525,200,2,2020
4613,S56470322,House Sparrow,Passer domesticus,2019-05-18,19:16:00,6,59,US-OK,36.1301108,-95.9731293,47,5,2019
4614,S64885104,House Sparrow,Passer domesticus,2020-02-22,09:33:00,9,45,US-OK,35.872406,-95.401213,153,2,2020
4615,S64885094,House Sparrow,Passer domesticus,2020-02-22,11:10:00,7,8,US-OK,35.9384235,-95.2776295,707,2,2020
4616,S64885085,House Sparrow,Passer domesticus,2020-02-22,11:32:00,14,113,US-OK,35.9322711,-95.2811987,331,2,2020
4626,S104891440,American Pipit,Anthus rubescens,2022-03-15,13:45:00,30,84,US-OK,36.8474481,-96.3839309,71,3,2022
4631,S111728537,House Finch,Haemorhous mexicanus,2022-05-30,08:08:00,4,302,US-OK,36.850766,-102.8821564,100,5,2022
4634,S54632771,House Finch,Haemorhous mexicanus,2019-04-06,11:20:00,2,122,US-OK,36.2081998,-96.0600758,40,4,2019
4635,S56506454,House Finch,Haemorhous mexicanus,2019-05-19,15:59:00,2,66,US-OK,36.2081998,-96.0600758,47,5,2019
4636,S69480437,House Finch,Haemorhous mexicanus,2020-05-14,09:21:00,3,219,US-OK,36.2081998,-96.0600758,97,5,2020
4696,S81668053,House Finch,Haemorhous mexicanus,2021-02-15,15:30:00,2,15,US-OK,36.1441138,-95.9327686,79,2,2021
4697,S66184821,House Finch,Haemorhous mexicanus,2020-03-24,18:09:00,15,58,US-OK,36.1431952,-95.9334761,3154,3,2020
4698,S66295846,House Finch,Haemorhous mexicanus,2020-03-27,18:53:00,1,8,US-OK,36.1431952,-95.9334761,887,3,2020
4699,S66797781,House Finch,Haemorhous mexicanus,2020-04-07,18:37:00,6,32,US-OK,36.1431952,-95.9334761,30,4,2020
4700,S66844842,House Finch,Haemorhous mexicanus,2020-04-08,19:37:00,4,34,US-OK,36.1431952,-95.9334761,176,4,2020
4701,S84766529,House Finch,Haemorhous mexicanus,2021-04-04,11:17:00,2,32,US-OK,36.1433479,-95.9096313,37,4,2021
4702,S67357157,House Finch,Haemorhous mexicanus,2020-04-17,11:15:00,4,19,US-OK,36.1444029,-95.9092834,63,4,2020
4703,S66369682,House Finch,Haemorhous mexicanus,2020-03-29,09:31:00,3,189,US-OK,36.1497985,-96.2401081,219,3,2020
4704,S80948582,House Finch,Haemorhous mexicanus,2021-02-12,11:00:00,6,80,US-OK,36.1441933,-95.933674,205,2,2021
4705,S81561574,House Finch,Haemorhous mexicanus,2021-02-15,07:30:00,8,60,US-OK,36.1441933,-95.933674,38,2,2021
4706,S64885073,House Finch,Haemorhous mexicanus,2020-02-20,15:59:00,2,93,US-OK,36.116064,-95.98525,200,2,2020
4707,S66376442,House Finch,Haemorhous mexicanus,2020-03-29,13:51:00,2,30,US-OK,36.1431728,-96.2771857,59,3,2020
4708,S64885085,House Finch,Haemorhous mexicanus,2020-02-22,11:32:00,2,113,US-OK,35.9322711,-95.2811987,331,2,2020
4710,S76720355,Pine Siskin,Spinus pinus,2020-11-26,12:40:00,2,61,US-OK,36.1043853,-95.9839742,112,11,2020
4732,S67472235,American Goldfinch,Spinus tristis,2020-04-18,16:29:00,1,21,US-OK,35.5005612,-95.9265259,35,4,2020
4733,S56506454,American Goldfinch,Spinus tristis,2019-05-19,15:59:00,1,66,US-OK,36.2081998,-96.0600758,47,5,2019
4734,S69480437,American Goldfinch,Spinus tristis,2020-05-14,09:21:00,3,219,US-OK,36.2081998,-96.0600758,97,5,2020
4735,S54425143,American Goldfinch,Spinus tristis,2019-03-31,13:38:00,4,120,US-OK,36.2179826,-95.7992634,71,3,2019
4830,S65902721,American Goldfinch,Spinus tristis,2020-03-17,11:41:00,8,55,US-OK,36.1043584,-95.982836699999993,86,3,2020
4831,S68187140,American Goldfinch,Spinus tristis,2020-05-01,10:02:00,2,47,US-OK,36.1501278,-95.8943009,33,5,2020
4832,S66369682,American Goldfinch,Spinus tristis,2020-03-29,09:31:00,3,189,US-OK,36.1497985,-96.2401081,219,3,2020
4833,S80948582,American Goldfinch,Spinus tristis,2021-02-12,11:00:00,6,80,US-OK,36.1441933,-95.933674,205,2,2021
4834,S81561574,American Goldfinch,Spinus tristis,2021-02-15,07:30:00,1,60,US-OK,36.1441933,-95.933674,38,2,2021
4835,S54964350,American Goldfinch,Spinus tristis,2019-04-14,17:06:00,1,99,US-OK,36.2235555,-95.9005058,62,4,2019
4836,S76720355,American Goldfinch,Spinus tristis,2020-11-26,12:40:00,2,61,US-OK,36.1043853,-95.9839742,112,11,2020
4837,S64885104,American Goldfinch,Spinus tristis,2020-02-22,09:33:00,3,45,US-OK,35.872406,-95.401213,153,2,2020
4838,S64885085,American Goldfinch,Spinus tristis,2020-02-22,11:32:00,3,113,US-OK,35.9322711,-95.2811987,331,2,2020
4840,S89280846,Grasshopper Sparrow,Ammodramus savannarum,2021-05-30,11:39:00,3,16,US-OK,35.6010995,-99.2265675,12,5,2021
4845,S87540889,Chipping Sparrow,Spizella passerina,2021-05-08,12:55:00,16,22,US-OK,34.7112086,-98.6755943,41,5,2021
4846,S87540807,Chipping Sparrow,Spizella passerina,2021-05-08,08:50:00,4,185,US-OK,34.7124907,-98.6413512,30,5,2021
4847,S85318603,Chipping Sparrow,Spizella passerina,2021-04-11,09:50:00,1,74,US-OK,35.9559819,-96.3171265,42,4,2021
4882,S68032156,Chipping Sparrow,Spizella passerina,2020-04-29,10:01:00,2,38,US-OK,36.1433479,-95.9096313,43,4,2020
4883,S107970844,Chipping Sparrow,Spizella passerina,2022-04-24,17:14:00,15,77,US-OK,36.1255459,-95.9823976,105,4,2022
4884,S68032703,Chipping Sparrow,Spizella passerina,2020-04-29,10:01:00,2,40,US-OK,36.1444029,-95.9092834,44,4,2020
4885,S66369682,Chipping Sparrow,Spizella passerina,2020-03-29,09:31:00,1,189,US-OK,36.1497985,-96.2401081,219,3,2020
4886,S106694384,Chipping Sparrow,Spizella passerina,2022-04-10,09:00:00,8,44,US-OK,36.1499519,-96.2529969,79,4,2022
4887,S54964350,Chipping Sparrow,Spizella passerina,2019-04-14,17:06:00,20,99,US-OK,36.2235555,-95.9005058,62,4,2019
4889,S69480437,Clay-colored Sparrow,Spizella pallida,2020-05-14,09:21:00,2,219,US-OK,36.2081998,-96.0600758,97,5,2020
4891,S107970844,Clay-colored Sparrow,Spizella pallida,2022-04-24,17:14:00,4,77,US-OK,36.1255459,-95.9823976,105,4,2022
4892,S109319353,Clay-colored Sparrow,Spizella pallida,2022-05-08,09:23:00,2,17,US-OK,36.2349276,-95.9115887,56,5,2022
4893,S68152310,Clay-colored Sparrow,Spizella pallida,2020-04-30,19:12:00,2,13,US-OK,36.1514978,-95.9796871,33,4,2020
4895,S67802026,Field Sparrow,Spizella pusilla,2020-04-25,11:48:00,1,140,US-OK,36.783717,-98.18573,64,4,2020
4897,S66184860,Field Sparrow,Spizella pusilla,2020-03-21,16:36:00,1,37,US-OK,36.0351169,-94.8112393,28,3,2020
4901,S67108197,Field Sparrow,Spizella pusilla,2020-04-11,14:38:00,1,32,US-OK,36.8461038,-96.429829,13,4,2020
4902,S54632771,Field Sparrow,Spizella pusilla,2019-04-06,11:20:00,4,122,US-OK,36.2081998,-96.0600758,40,4,2019
4903,S56506454,Field Sparrow,Spizella pusilla,2019-05-19,15:59:00,6,66,US-OK,36.2081998,-96.0600758,47,5,2019
4904,S69480437,Field Sparrow,Spizella pusilla,2020-05-14,09:21:00,2,219,US-OK,36.2081998,-96.0600758,97,5,2020
4905,S80524373,Field Sparrow,Spizella pusilla,2021-02-06,10:33:00,3,93,US-OK,36.2081998,-96.0600758,58,2,2021
4906,S90831933,Field Sparrow,Spizella pusilla,2021-06-26,14:26:00,2,71,US-OK,36.2081998,-96.0600758,48,6,2021
4918,S51186467,Field Sparrow,Spizella pusilla,2019-01-01,15:57:00,1,75,US-OK,36.1189623,-95.9855793,79,1,2019
4919,S69480260,Field Sparrow,Spizella pusilla,2020-05-10,14:22:00,1,89,US-OK,36.9709679,-95.9504402,66,5,2020
4921,S67802002,Lark Sparrow,Chondestes grammacus,2020-04-25,14:13:00,2,97,US-OK,36.7968283,-98.1921574,75,4,2020
4924,S111728537,Lark Sparrow,Chondestes grammacus,2022-05-30,08:08:00,1,302,US-OK,36.850766,-102.8821564,100,5,2022
4925,S87540807,Lark Sparrow,Chondestes grammacus,2021-05-08,08:50:00,1,185,US-OK,34.7124907,-98.6413512,30,5,2021
4926,S67472318,Lark Sparrow,Chondestes grammacus,2020-04-18,17:42:00,1,22,US-OK,35.5411319,-95.9264485,35,4,2020
4928,S67357157,Lark Sparrow,Chondestes grammacus,2020-04-17,11:15:00,8,19,US-OK,36.1444029,-95.9092834,63,4,2020
4931,S100948655,American Tree Sparrow,Spizelloides arborea,2022-01-17,11:31:00,1,223,US-OK,35.6222331,-95.1711273,69,1,2022
4932,S103266888,American Tree Sparrow,Spizelloides arborea,2022-02-20,14:05:00,2,65,US-OK,36.2081998,-96.0600758,29,2,2022
4951,S64885073,Fox Sparrow,Passerella iliaca,2020-02-20,15:59:00,1,93,US-OK,36.116064,-95.98525,200,2,2020
4952,S51186467,Fox Sparrow,Passerella iliaca,2019-01-01,15:57:00,2,75,US-OK,36.1189623,-95.9855793,79,1,2019
4953,S101303345,Fox Sparrow,Passerella iliaca,2022-01-23,13:31:00,1,91,US-OK,36.1043853,-95.9839742,113,1,2022
4954,S64885104,Fox Sparrow,Passerella iliaca,2020-02-22,09:33:00,1,45,US-OK,35.872406,-95.401213,153,2,2020
4962,S79023070,Dark-eyed Junco,Junco hyemalis,2021-01-04,13:24:00,2,273,US-OK,36.8630914,-96.5667034,69,1,2021
4963,S54632771,Dark-eyed Junco,Junco hyemalis,2019-04-06,11:20:00,3,122,US-OK,36.2081998,-96.0600758,40,4,2019
4964,S77745729,Dark-eyed Junco,Junco hyemalis,2020-12-20,11:59:00,7,72,US-OK,36.2081998,-96.0600758,57,12,2020
4965,S80524373,Dark-eyed Junco,Junco hyemalis,2021-02-06,10:33:00,20,93,US-OK,36.2081998,-96.0600758,58,2,2021
4966,S103266888,Dark-eyed Junco,Junco hyemalis,2022-02-20,14:05:00,5,65,US-OK,36.2081998,-96.0600758,29,2,2022
4970,S54425143,Dark-eyed Junco,Junco hyemalis,2019-03-31,13:38:00,5,120,US-OK,36.2179826,-95.7992634,71,3,2019
5033,S65338838,Dark-eyed Junco,Junco hyemalis,2020-03-01,16:23:00,12,38,US-OK,36.152075,-95.9778614,49,3,2020
5034,S65566629,Dark-eyed Junco,Junco hyemalis,2020-03-08,10:28:00,3,24,US-OK,36.152075,-95.9778614,35,3,2020
5035,S81668053,Dark-eyed Junco,Junco hyemalis,2021-02-15,15:30:00,3,15,US-OK,36.1441138,-95.9327686,79,2,2021
5036,S66184821,Dark-eyed Junco,Junco hyemalis,2020-03-24,18:09:00,5,58,US-OK,36.1431952,-95.9334761,3154,3,2020
5037,S80867279,Dark-eyed Junco,Junco hyemalis,2021-02-12,07:00:00,5,17,US-OK,36.1441933,-95.933674,11,2,2021
5038,S80948582,Dark-eyed Junco,Junco hyemalis,2021-02-12,11:00:00,12,80,US-OK,36.1441933,-95.933674,205,2,2021
5039,S81561574,Dark-eyed Junco,Junco hyemalis,2021-02-15,07:30:00,6,60,US-OK,36.1441933,-95.933674,38,2,2021
5040,S79022904,Dark-eyed Junco,Junco hyemalis,2021-01-10,11:02:00,30,93,US-OK,36.1499519,-96.2529969,107,1,2021
5041,S51186467,Dark-eyed Junco,Junco hyemalis,2019-01-01,15:57:00,3,75,US-OK,36.1189623,-95.9855793,79,1,2019
5042,S76720355,Dark-eyed Junco,Junco hyemalis,2020-11-26,12:40:00,5,61,US-OK,36.1043853,-95.9839742,112,11,2020
5043,S64885085,Dark-eyed Junco,Junco hyemalis,2020-02-22,11:32:00,1,113,US-OK,35.9322711,-95.2811987,331,2,2020
5063,S107970844,White-crowned Sparrow,Zonotrichia leucophrys,2022-04-24,17:14:00,2,77,US-OK,36.1255459,-95.9823976,105,4,2022
5064,S64885077,White-crowned Sparrow,Zonotrichia leucophrys,2020-02-22,14:52:00,7,56,US-OK,35.813121,-95.405804,658,2,2020
5065,S54632771,Harris's Sparrow,Zonotrichia querula,2019-04-06,11:20:00,3,122,US-OK,36.2081998,-96.0600758,40,4,2019
5066,S80524373,Harris's Sparrow,Zonotrichia querula,2021-02-06,10:33:00,3,93,US-OK,36.2081998,-96.0600758,58,2,2021
5067,S103266888,Harris's Sparrow,Zonotrichia querula,2022-02-20,14:05:00,1,65,US-OK,36.2081998,-96.0600758,29,2,2022
5068,S54425143,Harris's Sparrow,Zonotrichia querula,2019-03-31,13:38:00,3,120,US-OK,36.2179826,-95.7992634,71,3,2019
5069,S65902721,Harris's Sparrow,Zonotrichia querula,2020-03-17,11:41:00,1,55,US-OK,36.1043584,-95.982836699999993,86,3,2020
5070,S51186467,Harris's Sparrow,Zonotrichia querula,2019-01-01,15:57:00,1,75,US-OK,36.1189623,-95.9855793,79,1,2019
5072,S67802002,White-throated Sparrow,Zonotrichia albicollis,2020-04-25,14:13:00,1,97,US-OK,36.7968283,-98.1921574,75,4,2020
5074,S66184849,White-throated Sparrow,Zonotrichia albicollis,2020-03-21,16:01:00,2,22,US-OK,36.0351169,-94.8112393,10,3,2020
5075,S66184860,White-throated Sparrow,Zonotrichia albicollis,2020-03-21,16:36:00,1,37,US-OK,36.0351169,-94.8112393,28,3,2020
5078,S100948655,White-throated Sparrow,Zonotrichia albicollis,2022-01-17,11:31:00,6,223,US-OK,35.6222331,-95.1711273,69,1,2022
5079,S67472318,White-throated Sparrow,Zonotrichia albicollis,2020-04-18,17:42:00,8,22,US-OK,35.5411319,-95.9264485,35,4,2020
5080,S54632771,White-throated Sparrow,Zonotrichia albicollis,2019-04-06,11:20:00,2,122,US-OK,36.2081998,-96.0600758,40,4,2019
5081,S77745729,White-throated Sparrow,Zonotrichia albicollis,2020-12-20,11:59:00,15,72,US-OK,36.2081998,-96.0600758,57,12,2020
5082,S80524373,White-throated Sparrow,Zonotrichia albicollis,2021-02-06,10:33:00,3,93,US-OK,36.2081998,-96.0600758,58,2,2021
5083,S103266888,White-throated Sparrow,Zonotrichia albicollis,2022-02-20,14:05:00,3,65,US-OK,36.2081998,-96.0600758,29,2,2022
5084,S54425143,White-throated Sparrow,Zonotrichia albicollis,2019-03-31,13:38:00,9,120,US-OK,36.2179826,-95.7992634,71,3,2019
5174,S65338838,White-throated Sparrow,Zonotrichia albicollis,2020-03-01,16:23:00,1,38,US-OK,36.152075,-95.9778614,49,3,2020
5175,S65902721,White-throated Sparrow,Zonotrichia albicollis,2020-03-17,11:41:00,25,55,US-OK,36.1043584,-95.982836699999993,86,3,2020
5176,S81668053,White-throated Sparrow,Zonotrichia albicollis,2021-02-15,15:30:00,1,15,US-OK,36.1441138,-95.9327686,79,2,2021
5177,S107970844,White-throated Sparrow,Zonotrichia albicollis,2022-04-24,17:14:00,2,77,US-OK,36.1255459,-95.9823976,105,4,2022
5178,S66369682,White-throated Sparrow,Zonotrichia albicollis,2020-03-29,09:31:00,2,189,US-OK,36.1497985,-96.2401081,219,3,2020
5179,S80948582,White-throated Sparrow,Zonotrichia albicollis,2021-02-12,11:00:00,1,80,US-OK,36.1441933,-95.933674,205,2,2021
5180,S64885073,White-throated Sparrow,Zonotrichia albicollis,2020-02-20,15:59:00,3,93,US-OK,36.116064,-95.98525,200,2,2020
5181,S68330982,White-throated Sparrow,Zonotrichia albicollis,2020-05-03,10:37:00,1,154,US-OK,36.2213571,-95.9341192,140,5,2020
5182,S51186467,White-throated Sparrow,Zonotrichia albicollis,2019-01-01,15:57:00,15,75,US-OK,36.1189623,-95.9855793,79,1,2019
5183,S76720355,White-throated Sparrow,Zonotrichia albicollis,2020-11-26,12:40:00,2,61,US-OK,36.1043853,-95.9839742,112,11,2020
5184,S101303345,White-throated Sparrow,Zonotrichia albicollis,2022-01-23,13:31:00,6,91,US-OK,36.1043853,-95.9839742,113,1,2022
5185,S64885077,White-throated Sparrow,Zonotrichia albicollis,2020-02-22,14:52:00,5,56,US-OK,35.813121,-95.405804,658,2,2020
5186,S64885104,White-throated Sparrow,Zonotrichia albicollis,2020-02-22,09:33:00,6,45,US-OK,35.872406,-95.401213,153,2,2020
5195,S55212997,Savannah Sparrow,Passerculus sandwichensis,2019-04-21,07:46:00,3,52,US-OK,36.9177299,-96.6173317,88,4,2019
5196,S104891440,Savannah Sparrow,Passerculus sandwichensis,2022-03-15,13:45:00,2,84,US-OK,36.8474481,-96.3839309,71,3,2022
5197,S85336951,Savannah Sparrow,Passerculus sandwichensis,2021-04-11,12:28:00,1,100,US-OK,35.9549428,-96.7256498,69,4,2021
5201,S68032156,Savannah Sparrow,Passerculus sandwichensis,2020-04-29,10:01:00,1,38,US-OK,36.1433479,-95.9096313,43,4,2020
5202,S67357157,Savannah Sparrow,Passerculus sandwichensis,2020-04-17,11:15:00,10,19,US-OK,36.1444029,-95.9092834,63,4,2020
5203,S68032703,Savannah Sparrow,Passerculus sandwichensis,2020-04-29,10:01:00,1,40,US-OK,36.1444029,-95.9092834,44,4,2020
5204,S68330982,Savannah Sparrow,Passerculus sandwichensis,2020-05-03,10:37:00,1,154,US-OK,36.2213571,-95.9341192,140,5,2020
5205,S64885077,Savannah Sparrow,Passerculus sandwichensis,2020-02-22,14:52:00,2,56,US-OK,35.813121,-95.405804,658,2,2020
5214,S66184849,Song Sparrow,Melospiza melodia,2020-03-21,16:01:00,2,22,US-OK,36.0351169,-94.8112393,10,3,2020
5215,S66184860,Song Sparrow,Melospiza melodia,2020-03-21,16:36:00,1,37,US-OK,36.0351169,-94.8112393,28,3,2020
5218,S100948655,Song Sparrow,Melospiza melodia,2022-01-17,11:31:00,3,223,US-OK,35.6222331,-95.1711273,69,1,2022
5219,S79023070,Song Sparrow,Melospiza melodia,2021-01-04,13:24:00,1,273,US-OK,36.8630914,-96.5667034,69,1,2021
5220,S55212997,Song Sparrow,Melospiza melodia,2019-04-21,07:46:00,1,52,US-OK,36.9177299,-96.6173317,88,4,2019
5221,S104891440,Song Sparrow,Melospiza melodia,2022-03-15,13:45:00,1,84,US-OK,36.8474481,-96.3839309,71,3,2022
5222,S103266888,Song Sparrow,Melospiza melodia,2022-02-20,14:05:00,1,65,US-OK,36.2081998,-96.0600758,29,2,2022
5299,S65338838,Song Sparrow,Melospiza melodia,2020-03-01,16:23:00,1,38,US-OK,36.152075,-95.9778614,49,3,2020
5300,S65566629,Song Sparrow,Melospiza melodia,2020-03-08,10:28:00,2,24,US-OK,36.152075,-95.9778614,35,3,2020
5301,S84766529,Song Sparrow,Melospiza melodia,2021-04-04,11:17:00,2,32,US-OK,36.1433479,-95.9096313,37,4,2021
5302,S66369682,Song Sparrow,Melospiza melodia,2020-03-29,09:31:00,2,189,US-OK,36.1497985,-96.2401081,219,3,2020
5303,S64885073,Song Sparrow,Melospiza melodia,2020-02-20,15:59:00,1,93,US-OK,36.116064,-95.98525,200,2,2020
5304,S51186467,Song Sparrow,Melospiza melodia,2019-01-01,15:57:00,2,75,US-OK,36.1189623,-95.9855793,79,1,2019
5305,S76720355,Song Sparrow,Melospiza melodia,2020-11-26,12:40:00,2,61,US-OK,36.1043853,-95.9839742,112,11,2020
5306,S64885077,Song Sparrow,Melospiza melodia,2020-02-22,14:52:00,4,56,US-OK,35.813121,-95.405804,658,2,2020
5307,S64885104,Song Sparrow,Melospiza melodia,2020-02-22,09:33:00,1,45,US-OK,35.872406,-95.401213,153,2,2020
5309,S66184849,Lincoln's Sparrow,Melospiza lincolnii,2020-03-21,16:01:00,1,22,US-OK,36.0351169,-94.8112393,10,3,2020
5311,S80524373,Lincoln's Sparrow,Melospiza lincolnii,2021-02-06,10:33:00,1,93,US-OK,36.2081998,-96.0600758,58,2,2021
5315,S65902721,Lincoln's Sparrow,Melospiza lincolnii,2020-03-17,11:41:00,1,55,US-OK,36.1043584,-95.982836699999993,86,3,2020
5316,S68524485,Lincoln's Sparrow,Melospiza lincolnii,2020-05-06,19:38:00,1,54,US-OK,36.1431952,-95.9334761,27,5,2020
5317,S107970844,Lincoln's Sparrow,Melospiza lincolnii,2022-04-24,17:14:00,12,77,US-OK,36.1255459,-95.9823976,105,4,2022
5318,S68152310,Lincoln's Sparrow,Melospiza lincolnii,2020-04-30,19:12:00,1,13,US-OK,36.1514978,-95.9796871,33,4,2020
5319,S64885077,Lincoln's Sparrow,Melospiza lincolnii,2020-02-22,14:52:00,1,56,US-OK,35.813121,-95.405804,658,2,2020
5320,S66184849,Swamp Sparrow,Melospiza georgiana,2020-03-21,16:01:00,3,22,US-OK,36.0351169,-94.8112393,10,3,2020
5347,S64885077,Swamp Sparrow,Melospiza georgiana,2020-02-22,14:52:00,1,56,US-OK,35.813121,-95.405804,658,2,2020
5349,S111728537,Canyon Towhee,Melozone fusca,2022-05-30,08:08:00,2,302,US-OK,36.850766,-102.8821564,100,5,2022
5363,S80524373,Spotted Towhee,Pipilo maculatus,2021-02-06,10:33:00,1,93,US-OK,36.2081998,-96.0600758,58,2,2021
5369,S103266888,Eastern Towhee,Pipilo erythrophthalmus,2022-02-20,14:05:00,1,65,US-OK,36.2081998,-96.0600758,29,2,2022
5399,S111728537,Yellow-breasted Chat,Icteria virens,2022-05-30,08:08:00,1,302,US-OK,36.850766,-102.8821564,100,5,2022
5401,S69480437,Yellow-breasted Chat,Icteria virens,2020-05-14,09:21:00,2,219,US-OK,36.2081998,-96.0600758,97,5,2020
5402,S90831933,Yellow-breasted Chat,Icteria virens,2021-06-26,14:26:00,1,71,US-OK,36.2081998,-96.0600758,48,6,2021
5411,S111728537,Western Meadowlark,Sturnella neglecta,2022-05-30,08:08:00,1,302,US-OK,36.850766,-102.8821564,100,5,2022
5413,S67045327,Western Meadowlark,Sturnella neglecta,2020-04-11,15:17:00,0,6,US-OK,36.8402755,-96.4558801,36,4,2020
5414,S55212997,Western Meadowlark,Sturnella neglecta,2019-04-21,07:46:00,0,52,US-OK,36.9177299,-96.6173317,88,4,2019
5417,S67045327,Eastern Meadowlark,Sturnella magna,2020-04-11,15:17:00,0,6,US-OK,36.8402755,-96.4558801,36,4,2020
5418,S55212997,Eastern Meadowlark,Sturnella magna,2019-04-21,07:46:00,19,52,US-OK,36.9177299,-96.6173317,88,4,2019
5419,S104891440,Eastern Meadowlark,Sturnella magna,2022-03-15,13:45:00,2,84,US-OK,36.8474481,-96.3839309,71,3,2022
5420,S108591574,Eastern Meadowlark,Sturnella magna,2022-05-01,09:45:00,3,13,US-OK,36.6805949,-96.5585333,39,5,2022
5421,S45836938,Eastern Meadowlark,Sturnella magna,2018-05-19,16:19:00,3,59,US-OK,36.8156433,-94.9259874,7,5,2018
5423,S64885077,Eastern Meadowlark,Sturnella magna,2020-02-22,14:52:00,15,56,US-OK,35.813121,-95.405804,658,2,2020
5424,S64885104,Eastern Meadowlark,Sturnella magna,2020-02-22,09:33:00,5,45,US-OK,35.872406,-95.401213,153,2,2020
5426,S89280846,Western/Eastern Meadowlark,Sturnella neglecta/magna,2021-05-30,11:39:00,1,16,US-OK,35.6010995,-99.2265675,12,5,2021
5427,S79023070,Western/Eastern Meadowlark,Sturnella neglecta/magna,2021-01-04,13:24:00,1,273,US-OK,36.8630914,-96.5667034,69,1,2021
5428,S67045327,Western/Eastern Meadowlark,Sturnella neglecta/magna,2020-04-11,15:17:00,1,6,US-OK,36.8402755,-96.4558801,36,4,2020
5431,S111728537,Orchard Oriole,Icterus spurius,2022-05-30,08:08:00,2,302,US-OK,36.850766,-102.8821564,100,5,2022
5432,S45836938,Orchard Oriole,Icterus spurius,2018-05-19,16:19:00,1,59,US-OK,36.8156433,-94.9259874,7,5,2018
5443,S111728537,Bullock's Oriole,Icterus bullockii,2022-05-30,08:08:00,1,302,US-OK,36.850766,-102.8821564,100,5,2022
5469,S68100906,Baltimore Oriole,Icterus galbula,2020-04-30,09:33:00,2,39,US-OK,36.1501278,-95.8943009,59,4,2020
5470,S68330982,Baltimore Oriole,Icterus galbula,2020-05-03,10:37:00,2,154,US-OK,36.2213571,-95.9341192,140,5,2020
5478,S67802002,Red-winged Blackbird,Agelaius phoeniceus,2020-04-25,14:13:00,1,97,US-OK,36.7968283,-98.1921574,75,4,2020
5479,S67802026,Red-winged Blackbird,Agelaius phoeniceus,2020-04-25,11:48:00,8,140,US-OK,36.783717,-98.18573,64,4,2020
5482,S111728537,Red-winged Blackbird,Agelaius phoeniceus,2022-05-30,08:08:00,1,302,US-OK,36.850766,-102.8821564,100,5,2022
5484,S89277212,Red-winged Blackbird,Agelaius phoeniceus,2021-05-30,10:49:00,12,26,US-OK,35.6247298,-99.2497676,28,5,2021
5490,S55212997,Red-winged Blackbird,Agelaius phoeniceus,2019-04-21,07:46:00,1,52,US-OK,36.9177299,-96.6173317,88,4,2019
